source	output	frames	fps	duration_s	swing_side	strike_phase
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/bili_side_slide_agibot_a3_seg02_f0540_0650.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/bili_side_slide_agibot_a3_seg02_f0540_0650.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/bili_side_slide_agibot_a3_seg03_f0680_0790.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/bili_side_slide_agibot_a3_seg03_f0680_0790.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg00_f0030_0140.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg00_f0030_0140.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg01_f0585_0695.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg01_f0585_0695.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg02_f0270_0380.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg02_f0270_0380.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg03_f1605_1715.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg03_f1605_1715.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg04_f0450_0560.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg04_f0450_0560.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg05_f1410_1520.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_forehand_twopoint_p07_0030_0072_agibot_a3_seg05_f1410_1520.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg00_f0615_0725.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg00_f0615_0725.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg01_f0960_1070.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg01_f0960_1070.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg02_f0225_0335.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg02_f0225_0335.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg03_f0105_0215.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg03_f0105_0215.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg04_f0825_0935.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg04_f0825_0935.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg05_f0525_0635.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_push_forehand_p08_0030_0060_agibot_a3_seg05_f0525_0635.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg00_f0555_0665.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg00_f0555_0665.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg01_f0495_0605.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg01_f0495_0605.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg02_f0795_0905.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg02_f0795_0905.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg03_f0855_0965.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg03_f0855_0965.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg04_f0735_0845.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg04_f0735_0845.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg05_f0000_0110.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_ready_stance_p02_0042_0066_agibot_a3_seg05_f0000_0110.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg00_f0435_0545.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg00_f0435_0545.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg01_f0810_0920.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg01_f0810_0920.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg02_f0015_0125.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg02_f0015_0125.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg03_f0375_0485.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg03_f0375_0485.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg04_f0495_0605.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg04_f0495_0605.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg05_f0585_0695.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_forehand_p10_0066_0090_agibot_a3_seg05_f0585_0695.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg00_f0525_0635.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg00_f0525_0635.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg01_f0330_0440.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg01_f0330_0440.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg02_f0210_0320.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg02_f0210_0320.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg03_f0000_0110.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg03_f0000_0110.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg04_f0270_0380.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_side_recover_hit_p09_0150_0168_agibot_a3_seg04_f0270_0380.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg00_f2055_2165.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg00_f2055_2165.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg01_f0375_0485.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg01_f0375_0485.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg02_f1995_2105.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg02_f1995_2105.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg03_f0075_0185.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg03_f0075_0185.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg04_f1860_1970.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg04_f1860_1970.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg05_f0315_0425.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/gq_step_hit_recover_p16_0036_0090_agibot_a3_seg05_f0315_0425.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg00_f0270_0380.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg00_f0270_0380.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg01_f0216_0326.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg01_f0216_0326.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg02_f0522_0632.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg02_f0522_0632.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg03_f0648_0758.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_recover_0038_0056_agibot_a3_seg03_f0648_0758.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg00_f0108_0218.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg00_f0108_0218.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg01_f0468_0578.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg01_f0468_0578.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg02_f0288_0398.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg02_f0288_0398.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg03_f0756_0866.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/hit_frontback_table_0000_0022_agibot_a3_seg03_f0756_0866.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg00_f0320_0430.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg00_f0320_0430.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg01_f0500_0610.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg01_f0500_0610.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg02_f0440_0550.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg02_f0440_0550.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg03_f0380_0490.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_footwork_intro_single_step_agibot_a3_seg03_f0380_0490.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg00_f0200_0310.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg00_f0200_0310.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg01_f0260_0370.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg01_f0260_0370.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg02_f0000_0110.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg02_f0000_0110.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg03_f0140_0250.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_shadow_stance_guoqiuhui_agibot_a3_seg03_f0140_0250.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_side_slide_forehand_two_point_agibot_a3_seg00_f0918_1018.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_side_slide_forehand_two_point_agibot_a3_seg00_f0918_1018.npz	100	50.0	2.0	1	0.5050505050505051
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_side_slide_forehand_two_point_agibot_a3_seg01_f0990_1090.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_side_slide_forehand_two_point_agibot_a3_seg01_f0990_1090.npz	100	50.0	2.0	1	0.5050505050505051
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_side_slide_forehand_two_point_agibot_a3_seg02_f0378_0478.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_side_slide_forehand_two_point_agibot_a3_seg02_f0378_0478.npz	100	50.0	2.0	1	0.5050505050505051
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg00_f0020_0130.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg00_f0020_0130.npz	110	50.0	2.2	1	0.4954128440366973
/mnt/ssd/zxl/HOPE/hope_training/whole_body_tracking/sample_motions/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg01_f0740_0850.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/converted_old_hope/footwork_segments/motion_hunt_side_slide_yangfan_trim_agibot_a3_seg01_f0740_0850.npz	110	50.0	2.2	1	0.4954128440366973
