source	output	frames	fps	duration_s	swing_side	strike_phase	strike_frame	source_annotation_members	strike_global_frame_30fps	strike_global_time_s	segment_local_strike_frame_30fps_center	segment_local_strike_frame_30fps	action_label	manual_review_required	segment_video	segment_sheet	manifest_source	contact_range_start_30fps	contact_range_end_30fps	contact_center_30fps	source_video_global_time_s
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_hunt_20260721/npz_old_schema_user_corrected_static/nk_userhit_c11_f268_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_hunt_20260721_user_corrected/nk_userhit_c11_f268_30fps_agibot_a3.npz	39	50.0	0.78	1	0.526315789	20	seg7:hit1:22-22@g268.00	268.0	8.933333333333334	12.0	12	forehand_real_ball_rally	false	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_hunt_20260721/clips/user_corrected_single_hits/nk_userhit_c11_f268_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_hunt_20260721/clip_sheets/user_corrected_single_hits/nk_userhit_c11_f268_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_hunt_20260721_user_corrected/manifest.tsv				
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_hunt_20260721/npz_old_schema_user_corrected_static/nk_userhit_c12_f293_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_hunt_20260721_user_corrected/nk_userhit_c12_f293_30fps_agibot_a3.npz	57	50.0	1.14	1	0.392857143	22	seg7:hit2:47-47@g293.00	293.0	9.766666666666667	13.0	13	forehand_real_ball_rally	false	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_hunt_20260721/clips/user_corrected_single_hits/nk_userhit_c12_f293_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_hunt_20260721/clip_sheets/user_corrected_single_hits/nk_userhit_c12_f293_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_hunt_20260721_user_corrected/manifest.tsv				
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c01_f012_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c01_f012_30fps_agibot_a3.npz	42	50.0	0.84	-1	0.512195122	21				12.5	12	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c01_f012_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c01_f012_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	11	14	12.5	300.4166666666667
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c02_f038_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c02_f038_30fps_agibot_a3.npz	45	50.0	0.9	-1	0.522727273	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c02_f038_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c02_f038_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	36	39	37.5	301.25
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c03_f064_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c03_f064_30fps_agibot_a3.npz	44	50.0	0.88	-1	0.534883721	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c03_f064_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c03_f064_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	63	66	64.5	302.15
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c04_f088_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c04_f088_30fps_agibot_a3.npz	44	50.0	0.88	-1	0.534883721	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c04_f088_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c04_f088_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	87	90	88.5	302.95
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c05_f114_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c05_f114_30fps_agibot_a3.npz	44	50.0	0.88	-1	0.534883721	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c05_f114_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c05_f114_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	112	115	113.5	303.78333333333336
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c06_f138_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c06_f138_30fps_agibot_a3.npz	45	50.0	0.9	-1	0.522727273	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c06_f138_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c06_f138_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	136	139	137.5	304.5833333333333
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c07_f164_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c07_f164_30fps_agibot_a3.npz	44	50.0	0.88	-1	0.534883721	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c07_f164_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c07_f164_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	162	165	163.5	305.45
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c08_f188_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c08_f188_30fps_agibot_a3.npz	44	50.0	0.88	-1	0.534883721	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c08_f188_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c08_f188_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	186	189	187.5	306.25
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c09_f212_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c09_f212_30fps_agibot_a3.npz	44	50.0	0.88	-1	0.534883721	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c09_f212_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c09_f212_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	211	214	212.5	307.0833333333333
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c10_f236_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c10_f236_30fps_agibot_a3.npz	37	50.0	0.74	-1	0.638888889	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c10_f236_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c10_f236_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	235	238	236.5	307.8833333333333
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c11_f254_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c11_f254_30fps_agibot_a3.npz	39	50.0	0.78	-1	0.473684211	18				10.5	10	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c11_f254_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c11_f254_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	252	255	253.5	308.45
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c12_f278_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c12_f278_30fps_agibot_a3.npz	44	50.0	0.88	-1	0.534883721	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c12_f278_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c12_f278_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	277	280	278.5	309.28333333333336
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c13_f304_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c13_f304_30fps_agibot_a3.npz	47	50.0	0.94	-1	0.500000000	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c13_f304_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c13_f304_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	302	305	303.5	310.1166666666667
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c14_f336_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c14_f336_30fps_agibot_a3.npz	37	50.0	0.74	-1	0.638888889	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c14_f336_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c14_f336_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	335	338	336.5	311.21666666666664
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c15_f354_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c15_f354_30fps_agibot_a3.npz	39	50.0	0.78	-1	0.473684211	18				10.5	10	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c15_f354_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c15_f354_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	352	355	353.5	311.78333333333336
/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/npz_old_schema_static/bh_est_c16_f378_30fps_agibot_a3.npz	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/bh_est_c16_f378_30fps_agibot_a3.npz	45	50.0	0.9	-1	0.522727273	23				13.5	14	backhand_real_ball_dense_multiball	true	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/clips/estimated_single_hits/bh_est_c16_f378_30fps.mp4	/mnt/ssd/zxl/HOPE_latest_20260721/data/motion_pipeline/backhand_bili_BV1kk4y117rh_20260721/sheets/estimated_single_hits/bh_est_c16_f378_sheet.jpg	/mnt/ssd/zxl/HOPE_latest_20260721/hope_training/motions/backhand_bili_BV1kk4y117rh_0500_0515_estimated/manifest.tsv	376	379	377.5	312.5833333333333
